iter	Logloss
183	0.2978014876
184	0.2977389037
185	0.2975549331
186	0.29746338
187	0.2974020959
188	0.2971737769
189	0.2970868923
190	0.2970248181
191	0.2969716679
192	0.2968831542
193	0.2968178278
194	0.2967386268
195	0.2966291083
196	0.2964912897
197	0.2964349664
198	0.2963350017
199	0.2962703612
200	0.295868107
201	0.2958145733
202	0.2957364739
203	0.2956100513
204	0.2955309485
205	0.2954478093
206	0.2953343132
207	0.2952362896
208	0.295176546
209	0.2950367157
210	0.2949780488
211	0.2949013314
212	0.2947783245
213	0.2947054859
214	0.2945617389
215	0.2944837217
216	0.2943948462
217	0.294322324
218	0.2942841471
219	0.2941084171
220	0.2940512688
221	0.2939639162
222	0.2938399191
223	0.2937045736
224	0.2936028023
225	0.2934962791
226	0.2933806696
227	0.2933114564
228	0.2931318337
229	0.2930557443
230	0.2929820162
231	0.2929512503
232	0.2928861498
233	0.2928430653
234	0.2927010764
235	0.2924870662
236	0.2924249731
237	0.2923298633
238	0.2922812918
239	0.2922003134
240	0.2920572315
241	0.2920190518
242	0.2919460295
243	0.2918473672
244	0.2917888374
245	0.291738857
246	0.2916773612
247	0.2916231212
248	0.2915101868
249	0.2914008972
250	0.2913522625
251	0.2912861917
252	0.2912411748
253	0.2911329079
254	0.2910594122
255	0.2909919986
256	0.2909145747
257	0.2908068911
258	0.2907167123
259	0.2906258264
260	0.2905464514
261	0.2903757881
262	0.2902992946
263	0.2902445048
264	0.2901543873
265	0.2900938868
266	0.2900412983
267	0.2899531464
268	0.2898782699
269	0.2898050988
270	0.2897410233
271	0.2896823154
272	0.2896044218
273	0.2894458074
274	0.2893790603
275	0.2893269364
276	0.2892649824
277	0.2892154917
278	0.2891344508
279	0.2890650115
280	0.2887999506
281	0.2887271881
282	0.2885133195
283	0.2884577278
284	0.2882422522
285	0.2881763432
286	0.2881240095
287	0.2880031379
288	0.2879487503
289	0.2878712038
290	0.2878004604
291	0.2876892616
292	0.2876293839
293	0.2875577673
294	0.2875039102
295	0.2874076787
296	0.2873393614
297	0.2870533815
298	0.2869833354
299	0.2867807386
300	0.2867113159
301	0.2866417085
302	0.2865718678
303	0.2865082808
304	0.2864508884
305	0.2863325066
306	0.286273813
307	0.2862123652
308	0.2860321818
309	0.2859659512
310	0.2859296927
311	0.2858600342
312	0.2857413695
313	0.2856914997
314	0.2856612591
315	0.2855879745
316	0.285400176
317	0.2853546791
318	0.2851462031
319	0.2850563629
320	0.2849515759
321	0.2848843994
322	0.2847998197
323	0.284743951
324	0.2846954102
325	0.2846691647
326	0.2846303852
327	0.2845622306
328	0.2845173609
329	0.2844605614
330	0.2844034383
331	0.2843647073
332	0.2843294337
333	0.2842645373
334	0.2841734835
335	0.2841304621
336	0.2840917081
337	0.2840353291
338	0.2839776192
339	0.2839268285
340	0.2837631617
341	0.283710007
342	0.283644534
343	0.2836133736
344	0.2835421529
345	0.2834565826
346	0.2833823801
347	0.2833215612
348	0.283249835
349	0.2831923753
350	0.2831181411
351	0.2830568174
352	0.2830241709
353	0.2829803737
354	0.2829271544
355	0.2828882274
356	0.2828401681
357	0.282779187
358	0.2827229883
359	0.2826011127
360	0.2825605937
361	0.2822366806
362	0.2821997602
363	0.2821822564
364	0.2821424197
365	0.2820621086
366	0.2819927598
367	0.2819428531
368	0.2818996055
369	0.2818538798
370	0.2817778078
371	0.2817152638
372	0.2816876479
373	0.2816367732
374	0.2814198064
375	0.2813648785
376	0.2813016233
377	0.2812625364
378	0.2812352252
379	0.2811770667
380	0.2811128419
381	0.281061131
382	0.2810258376
383	0.2809581196
384	0.2809185629
385	0.2808553294
386	0.2808149247
387	0.2807650083
388	0.2806999698
389	0.2805712364
390	0.280528801
391	0.2804819397
392	0.2804129008
393	0.2803925406
394	0.2803293725
395	0.28029001
396	0.2802203241
397	0.2801708962
398	0.2801085521
399	0.2800146714
400	0.2798478219
401	0.2798058187
402	0.2797500267
403	0.2796914197
404	0.2796470067
405	0.2795676903
406	0.2795046764
407	0.2794653027
408	0.2794311926
409	0.2793446828
410	0.2793199468
411	0.2792410309
412	0.2792166094
413	0.2791173644
414	0.2790688366
415	0.2789184305
416	0.27887596
417	0.2788048523
418	0.278742189
419	0.2786895895
420	0.2786443425
421	0.2785915293
422	0.2785454261
423	0.2784897282
424	0.2783297552
425	0.2782592974
426	0.2782057163
427	0.2781053514
428	0.2780872674
429	0.2780344455
430	0.2779967655
431	0.2779594172
432	0.2779195133
433	0.2778319539
434	0.2777976669
435	0.2777445477
436	0.2777173429
437	0.2776754365
438	0.2776410559
439	0.2776014414
440	0.2775630723
441	0.2772864027
442	0.2772226401
443	0.277179325
444	0.2771179815
445	0.2770486181
446	0.2770007982
447	0.2769802546
448	0.2769341474
449	0.2768691227
450	0.2767223197
451	0.276681066
452	0.2766392179
453	0.2766087929
454	0.2765626907
455	0.2765447683
456	0.2764926675
457	0.2764453925
458	0.2764165395
459	0.2763270168
460	0.2762873054
461	0.2762505477
462	0.2761460396
463	0.27604133
464	0.2760030825
465	0.2759689207
466	0.2759301248
467	0.2758852184
468	0.2758170574
469	0.2757571516
470	0.2757037196
471	0.2756276458
472	0.2755331464
473	0.2754963911
474	0.2754705793
475	0.2754368156
476	0.275413665
477	0.2753766186
478	0.27532295
479	0.2752928484
480	0.2752583201
481	0.2752181265
482	0.2752016174
483	0.2750950611
484	0.2750593445
485	0.2750537415
486	0.2750266411
487	0.2749718332
488	0.2749210472
489	0.2749030745
490	0.2748721276
491	0.2748219989
492	0.2747949154
493	0.2747399633
494	0.2747143105
495	0.2746827191
496	0.2746623103
497	0.2746175507
498	0.2745589339
499	0.2744620452
500	0.2744251982
501	0.2743880197
502	0.274325298
503	0.2742963619
504	0.2742603203
505	0.2742345815
506	0.2742200172
507	0.2741746514
508	0.274151599
509	0.2741222111
510	0.2740681703
511	0.274032728
512	0.2738988298
513	0.273869145
514	0.2738162428
515	0.2737934481
516	0.2737650867
517	0.2737367357
518	0.2737023194
519	0.2735933909
520	0.2735535812
521	0.2735360162
522	0.2735198004
523	0.2734582521
524	0.2734432705
525	0.2733989671
526	0.2733375155
527	0.2733073079
528	0.2732349412
529	0.2732131387
530	0.2731977503
531	0.2731616924
532	0.2731071007
533	0.2730506005
534	0.2730133856
535	0.2729820454
536	0.2729478563
537	0.2729220726
538	0.2728709707
539	0.2728314349
540	0.2728124067
541	0.2727625513
542	0.272697199
543	0.2726889425
544	0.2726526945
545	0.2725918309
546	0.2725513209
547	0.2724677885
548	0.272443011
549	0.2723969446
550	0.2723714484
551	0.2722380404
552	0.2722252578
553	0.2721879073
554	0.2721653287
555	0.2720982067
556	0.2720353756
557	0.2719892019
558	0.2719595174
559	0.2719347645
560	0.2719151944
561	0.2718851439
562	0.2718652313
563	0.271852728
564	0.271802476
565	0.2717848381
566	0.271759359
567	0.2715730851
568	0.2715430557
569	0.2715070281
570	0.2714490038
571	0.2714013739
572	0.2713893219
573	0.271346613
574	0.2712953599
575	0.2712533517
576	0.2712067673
577	0.2711902089
578	0.2711411101
579	0.2711140162
580	0.2710859648
581	0.2710149093
582	0.2709667699
583	0.2709033675
584	0.2708535402
585	0.2708133506
586	0.2707453632
587	0.2706879485
588	0.2706277622
589	0.2704856246
590	0.2704693041
591	0.2704408007
592	0.2704056966
593	0.2703829396
594	0.2703605038
595	0.2703358457
596	0.2702771455
597	0.2702485495
598	0.2701688063
599	0.2701346409
600	0.2701037413
601	0.2700402883
602	0.2700320443
603	0.2699892995
604	0.2699618011
605	0.2699334736
606	0.2698960584
607	0.2698744978
608	0.2698505007
609	0.2698073673
610	0.2697528973
611	0.2697051289
612	0.2696011429
613	0.269571071
614	0.2695432405
615	0.2695260565
616	0.2695003145
617	0.2694859015
618	0.2694235429
619	0.2693771131
620	0.2693514222
621	0.2693182669
622	0.2692926266
623	0.2692799094
624	0.2692233204
625	0.2691645782
626	0.2691250094
627	0.2689812378
628	0.2689185947
629	0.2689061748
630	0.268878355
631	0.2688638767
632	0.2688437317
633	0.2688317304
634	0.2688192867
635	0.2687793898
636	0.2686983633
637	0.268665721
638	0.2686396107
639	0.2686202392
640	0.2685847137
641	0.2685556496
642	0.2685270204
643	0.2685121232
644	0.2684583288
645	0.2684073209
646	0.2683743608
647	0.2682717272
648	0.2682259972
649	0.2682014445
650	0.2681851822
651	0.2681657996
652	0.2681218378
653	0.2681044792
654	0.2680824697
655	0.2680249078
656	0.267988082
657	0.2679648751
658	0.2679443425
659	0.2679192939
660	0.2678685875
661	0.2678545867
662	0.2678068774
663	0.2677731085
664	0.2677306233
665	0.2676899449
666	0.2676693625
667	0.2676350032
668	0.2676134788
669	0.267579039
670	0.2675535193
671	0.267535926
672	0.2675004246
673	0.2674675203
674	0.2674453135
675	0.2674192644
676	0.2673388317
677	0.2672455808
678	0.2672217808
679	0.2671810325
680	0.2671375687
681	0.2671032405
682	0.2670428252
683	0.2669794505
684	0.2669558927
685	0.2669386391
686	0.2669035756
687	0.2668496309
688	0.2668330172
689	0.2668040864
690	0.2667831847
691	0.266746193
692	0.2667256436
693	0.2667011277
694	0.2666912394
695	0.2666652802
696	0.2666434764
697	0.2666270175
698	0.2665993877
699	0.2665745171
700	0.2665295861
701	0.2664816436
702	0.2664581485
703	0.2664370735
704	0.266409829
705	0.266370292
706	0.2663200851
707	0.2662732526
708	0.2662657974
709	0.2662525035
710	0.2662197408
711	0.2662014701
712	0.2661049498
713	0.2660807952
714	0.2660496628
715	0.2659973254
716	0.2659662914
717	0.2659297041
718	0.2658662924
719	0.2658346486
720	0.2658075328
721	0.2657910555
722	0.2657413993
723	0.2657347774
724	0.2657107552
725	0.2656818572
726	0.2656453147
727	0.2656190955
728	0.2655734628
729	0.2655583053
730	0.2654913724
731	0.2654680181
732	0.2654611603
733	0.265438019
734	0.2654264115
735	0.2654158397
736	0.2654088219
737	0.2653721567
738	0.2653430502
739	0.2653159756
740	0.2652878453
741	0.2652544292
742	0.265210439
743	0.2651825768
744	0.2651510179
745	0.2651211874
746	0.2650657385
747	0.2650487035
748	0.2650357081
749	0.2649955945
750	0.264941966
751	0.264892239
752	0.2648727069
753	0.2648419989
754	0.2647982628
755	0.2647853274
756	0.2647421225
757	0.2647006574
758	0.2646891727
759	0.2646849282
760	0.264650166
761	0.2645620734
762	0.2645357581
763	0.2644938124
764	0.264462635
765	0.2644368209
766	0.2644063159
767	0.2643935845
768	0.2643760834
769	0.2643526362
770	0.2643255162
771	0.2642863388
772	0.2642597055
773	0.2642342176
774	0.2642144329
775	0.2641708484
776	0.2641524023
777	0.2641374881
778	0.2641054248
779	0.2640024434
780	0.2639846744
781	0.263974898
782	0.2639674427
783	0.2639365589
784	0.2639144346
785	0.2638610206
786	0.263834024
787	0.2638062077
788	0.2637557046
789	0.2637284628
790	0.2636795183
791	0.2636223556
792	0.2635876152
793	0.2635644999
794	0.2635552979
795	0.2635351958
796	0.2635110816
797	0.2634911499
798	0.2634819473
799	0.2634517358
800	0.2634379124
801	0.2634075371
802	0.263397768
803	0.2633382698
804	0.2633341035
805	0.2633277935
806	0.2633083544
807	0.263290237
808	0.2632553941
809	0.2632296784
810	0.2632064353
811	0.2631877601
812	0.2631038812
813	0.2630877503
814	0.2630556819
815	0.263040841
816	0.2630313703
817	0.2629994502
818	0.262973045
819	0.2629268669
820	0.2628945079
821	0.2628823527
822	0.2628251846
823	0.2628009811
824	0.2627866477
825	0.2627477778
826	0.2626864343
827	0.2626409647
828	0.2626319483
829	0.2626047407
830	0.2625644472
831	0.2625462084
832	0.2625228573
833	0.2624834575
834	0.2624420051
835	0.2624274261
836	0.2624088976
837	0.2624024967
838	0.2623230278
839	0.262286883
840	0.2622555386
841	0.2622470372
842	0.2622323537
843	0.2622063047
844	0.2621952728
845	0.2621875298
846	0.2621605053
847	0.2621227069
848	0.2620785597
849	0.2620404912
850	0.262018054
851	0.2619978704
852	0.2619746329
853	0.2619580368
854	0.261931543
855	0.2619132954
856	0.261896691
857	0.2618733291
858	0.2618643367
859	0.2618301266
860	0.2617982126
861	0.2617898277
862	0.2617762313
863	0.2617626083
864	0.2617202473
865	0.2616882921
866	0.2616454855
867	0.2615533438
868	0.2615185291
869	0.2614790674
870	0.2614447555
871	0.2613804554
872	0.2613214763
873	0.2611999022
874	0.2611784826
875	0.2611615317
876	0.2611227913
877	0.2610936815
878	0.261061828
879	0.2610366111
880	0.261024206
881	0.2609881098
882	0.2609445244
883	0.2609043138
884	0.260872308
885	0.2607952951
886	0.2607805863
887	0.2607474071
888	0.260732196
889	0.2607170473
890	0.2607028236
891	0.2606879977
892	0.2606628994
893	0.2606500333
894	0.2606340135
895	0.2606055667
896	0.260583587
897	0.2605491127
898	0.2604897129
899	0.2604521698
900	0.2604088891
901	0.2603850974
902	0.2603494593
903	0.2603144833
904	0.2602994449
905	0.2602601087
906	0.2602490822
907	0.2602378702
908	0.2601790301
909	0.260146024
910	0.2600914425
911	0.2600777907
912	0.2600257735
913	0.2599701707
914	0.2599271835
915	0.2598966476
916	0.2598505977
917	0.2598392913
918	0.2598210115
919	0.2597811499
920	0.2597523209
921	0.2597266978
922	0.2597164419
923	0.2597034939
924	0.2596786057
925	0.2596580179
926	0.2596494215
927	0.2596361635
928	0.2596098541
929	0.2595384158
930	0.259526346
931	0.2595175656
932	0.2595017147
933	0.2594718548
934	0.2594503342
935	0.2594025781
936	0.2593636427
937	0.259332383
938	0.2593095332
939	0.2592742923
940	0.2592496511
941	0.2592305558
942	0.2592044563
943	0.2591748125
944	0.259139418
945	0.2591188603
946	0.2590943706
947	0.2590740847
948	0.259051002
949	0.2590280665
950	0.2590243719
951	0.2589762384
952	0.2589503339
953	0.2589382752
954	0.2589268819
955	0.2588963983
956	0.25888234
957	0.2588784406
958	0.2588485581
959	0.2587961886
960	0.2587784897
961	0.2587611294
962	0.2587575494
963	0.258743267
964	0.2587104913
965	0.2586738454
966	0.2586032606
967	0.2585737195
968	0.2585606859
969	0.2585216681
970	0.2584961554
971	0.2584580673
972	0.258438598
973	0.2583638672
974	0.2583481092
975	0.2583005323
976	0.2582731524
977	0.2582625987
978	0.2581976085
979	0.2581675709
980	0.2581432045
981	0.2581041904
982	0.2580770844
983	0.2579696872
984	0.2579466546
985	0.2579271417
986	0.2578933738
987	0.2578645192
988	0.2578289145
989	0.2577959088
990	0.2577795261
991	0.257764073
992	0.2577440857
993	0.2577157789
994	0.2576936224
995	0.2576444154
996	0.2576418577
997	0.257610094
998	0.2575584261
999	0.2575229349
